Brand,Model,Category,Display,CPU,RAM,Storage,GPU,OS,Weight,Price,Link
Apple,Apple MacBook Air – 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 898.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-256-go-de-ordinateur-portable-55650359
HP,HP ProBook 460 G11,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.74 kg,CHF 1309.–,https://www.digitec.ch/fr/s1/product/hp-probook-460-g11-16-intel-core-ultra-7-155h-32-go-1000-go-ch-ordinateur-portable-46443752
Apple,Apple MacBook Air – 2024,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M3,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 889.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-16-go-256-go-ch-ordinateur-portable-43725472
ASUS,ASUS VivoBook S 16 Flip OLED,Ordinateur portable,"16"" 3200 x 2000 pixels",Intel Core i7-13700H,16 Go,1000 Go,Intel HD Graphics,Windows,1.90 kg,CHF 908.–,https://www.digitec.ch/fr/s1/product/asus-vivobook-s-16-flip-oled-16-intel-core-i7-13700h-16-go-1000-go-ch-ordinateur-portable-24935058
Lenovo,Lenovo IdeaPad Slim 3,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core i5-13420H,16 Go,512 Go,Intel UHD Graphics,Windows,1.68 kg,CHF 499.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-slim-3-16-intel-core-i5-13420h-16-go-512-go-ch-ordinateur-portable-54741348
Microsoft,Microsoft Surface Pro - Copilot+ PC - 11e édition,Ordinateur portable,"13"" 2880 x 1920 pixels",Snapdragon X Plus X1P-64-100,16 Go,256 Go,Qualcomm Adreno,Windows,0.90 kg,CHF 1050.73,https://www.digitec.ch/fr/s1/product/microsoft-surface-pro-copilot-pc-avec-adaptateur-secteur-11e-edition-13-snapdragon-x-plus-x1p-64-100-45452064?shid=1935032
Apple,Apple MacBook Air - 2024,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M3,24 Go,512 Go,Apple,MacOS,1.24 kg,CHF 1049.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-24-go-512-go-ch-ordinateur-portable-52520063
HP,HP 15-fd1532nz,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core 5 120U,16 Go,512 Go,Intel Arc Graphics,Windows,1.59 kg,CHF 769.–,https://www.digitec.ch/fr/s1/product/hp-15-fd1532nz-1560-intel-core-5-120u-16-go-512-go-ch-ordinateur-portable-43709911
ASUS,ASUS ExpertBook B9,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core 7 150U,16 Go,512 Go,Intel Arc Graphics,Windows,0.99 kg,CHF 1602.–,https://www.digitec.ch/fr/s1/product/asus-expertbook-b9-14-intel-core-7-150u-16-go-512-go-ch-ordinateur-portable-46933137
Apple,Apple MacBook Air - 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,512 Go,Apple,MacOS,1.24 kg,CHF 1199.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-512-go-ch-ordinateur-portable-55649996
Lenovo,Lenovo V15 Gen 4,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 5 7520U,16 Go,512 Go,AMD Radeon,Windows,1.65 kg,CHF 509.–,https://www.digitec.ch/fr/s1/product/lenovo-v15-gen-4-1560-amd-ryzen-5-7520u-16-go-512-go-ch-ordinateur-portable-24122093
Lenovo,Lenovo IdeaPad Slim 3,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 5 7520U,16 Go,512 Go,AMD Radeon,Windows,1.62 kg,CHF 499.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-slim-3-1560-amd-ryzen-5-7520u-16-go-512-go-ch-ordinateur-portable-47210396
ASUS,ASUS TUF Gaming A15,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 7 7435HS,16 Go,512 Go,nVidia GeForce,Windows,2.30 kg,CHF 969.–,https://www.digitec.ch/fr/s1/product/asus-tuf-gaming-a15-1560-amd-ryzen-7-7435hs-16-go-512-go-ch-ordinateur-portable-52261125
Acer,Acer Aspire Spin 14,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core 7 150U,32 Go,1000 Go,Intel Arc Graphics,Windows,1.50 kg,CHF 799.–,https://www.digitec.ch/fr/s1/product/acer-aspire-spin-14-14-intel-core-7-150u-32-go-1000-go-ch-ordinateur-portable-47979856
Apple,Apple MacBook Pro 14 - 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4,16 Go,1000 Go,Apple,MacOS,1.55 kg,CHF 1589.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-16-go-1000-go-ch-ordinateur-portable-52511233
Lenovo,Lenovo IdeaPad 5 2-in-1,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core 5 120U,16 Go,512 Go,Intel Arc Graphics,Windows,2 kg,CHF 599.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-5-2-in-1-16-intel-core-5-120u-16-go-512-go-ch-ordinateur-portable-43239010
Acer,Acer Aspire 17,Ordinateur portable,"17.30"" 1920 x 1080 pixels",Intel Core 7 150U,32 Go,1000 Go,Intel UHD Graphics,Windows,2.09 kg,CHF 823.–,https://www.digitec.ch/fr/s1/product/acer-aspire-17-1730-intel-core-7-150u-32-go-1000-go-ch-ordinateur-portable-47530191
HP,HP ProBook 465 G11,Ordinateur portable,"16"" 1920 x 1200 pixels",AMD Ryzen 7 7735U,16 Go,512 Go,AMD Radeon,Windows,1.74 kg,CHF 1014.–,https://www.digitec.ch/fr/s1/product/hp-probook-465-g11-16-amd-ryzen-7-7735u-16-go-512-go-ch-ordinateur-portable-46443753
ASUS,ASUS ZenBook 14,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 255H,32 Go,1000 Go,Intel Arc Graphics,Windows,1.22 kg,CHF 1199.–,https://www.digitec.ch/fr/s1/product/asus-zenbook-14-14-intel-core-ultra-7-255h-32-go-1000-go-ch-ordinateur-portable-53179984
ASUS,ASUS VivoBook Pro 15 OLED RTX 4050,Ordinateur portable,"15.60"" 2880 x 1620 pixels",Intel Core Ultra 9 185H,24 Go,1000 Go,Intel Arc Graphics,Windows,1.80 kg,CHF 1489.–,https://www.digitec.ch/fr/s1/product/asus-vivobook-pro-15-oled-rtx-4050-1560-intel-core-ultra-9-185h-24-go-1000-go-ch-ordinateur-portable-41787330
ASUS,ASUS Rog Flow X13 Flip,Ordinateur portable,"13.40"" 1920 x 1200 pixels",AMD Ryzen 9 6900HS,32 Go,512 Go,AMD Radeon,Windows,1.30 kg,CHF 1610.–,https://www.digitec.ch/fr/s1/product/asus-rog-flow-x13-flip-1340-amd-ryzen-9-6900hs-32-go-512-go-ch-ordinateur-portable-40967275
Acer,Acer Aspire 15,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core 7 150U,32 Go,1000 Go,Intel UHD Graphics,Windows,1.77 kg,CHF 999.–,https://www.digitec.ch/fr/s1/product/acer-aspire-15-1560-intel-core-7-150u-32-go-1000-go-ch-ordinateur-portable-46486229
Apple,Apple MacBook Air - 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,512 Go,Apple,MacOS,1.24 kg,CHF 1182.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-512-go-ch-ordinateur-portable-55649990
Apple,Apple MacBook Air - 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,24 Go,512 Go,Apple,MacOS,1.51 kg,CHF 1199.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-24-go-512-go-ch-ordinateur-portable-52520064
Lenovo,Lenovo Yoga 7 2-in-1,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core Ultra 7 258V,32 Go,1000 Go,Intel Arc Graphics,Windows,1.38 kg,CHF 1399.–,https://www.digitec.ch/fr/s1/product/lenovo-yoga-7-2-in-1-14-intel-core-ultra-7-258v-32-go-1000-go-ch-ordinateur-portable-55802404
Lenovo,Lenovo Yoga 9 2-in-1 Aura Edition,Ordinateur portable,"14"" 3840 x 2400 pixels",Intel Core Ultra 7 258V,32 Go,1000 Go,Intel Arc Graphics,Windows,1.32 kg,CHF 1899.–,https://www.digitec.ch/fr/s1/product/lenovo-yoga-9-2-in-1-aura-edition-14-intel-core-ultra-7-258v-32-go-1000-go-ch-ordinateur-portable-54241090
Lenovo,Lenovo Legion Slim 5 RTX 4060,Ordinateur portable,"16"" 2560 x 1600 pixels",AMD Ryzen 7 8845HS,32 Go,1000 Go,nVidia GeForce,Windows,2.30 kg,CHF 1499.–,https://www.digitec.ch/fr/s1/product/lenovo-legion-slim-5-rtx-4060-16-amd-ryzen-7-8845hs-32-go-1000-go-ch-ordinateur-portable-54741346
Apple,Apple MacBook Air – 2024,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M3,16 Go,512 Go,Apple,MacOS,1.24 kg,CHF 999.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-16-go-512-go-ch-ordinateur-portable-43366914
Microsoft,Microsoft Surface Laptop Studio 2 for business,Ordinateur portable,"14.40"" 2400 x 1600 pixels",Intel Core i7-13800H,32 Go,1000 Go,Intel Iris Graphics,Windows,1.98 kg,CHF 2520.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-studio-2-for-business-1440-intel-core-i7-13800h-32-go-1000-go-ch-ordinateur-38744685
HP,HP Elite x360 1040 G11,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 5 125H,32 Go,512 Go,Intel Arc Graphics,Windows,1.38 kg,CHF 1399.–,https://www.digitec.ch/fr/s1/product/hp-elite-x360-1040-g11-14-intel-core-ultra-5-125h-32-go-512-go-ch-ordinateur-portable-45127281
HP,HP EliteBook 640 G11,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,16 Go,512 Go,Intel Arc Graphics,Windows,1.39 kg,CHF 1391.–,https://www.digitec.ch/fr/s1/product/hp-elitebook-640-g11-14-intel-core-ultra-7-155u-16-go-512-go-ch-ordinateur-portable-45127149
Lenovo,Lenovo V15 Gen 4,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 5 7520U,8 Go,512 Go,AMD Radeon,Sans système d'exploitation,1.65 kg,CHF 307.–,https://www.digitec.ch/fr/s1/product/lenovo-v15-gen-4-sans-systeme-dexploitation-1560-amd-ryzen-5-7520u-8-go-512-go-de-ordinateur-portabl-35930887
ASUS,ASUS Zenbook S16 OLED,Ordinateur portable,"16"" 2880 x 1800 pixels",AMD Ryzen AI 9 HX 370,32 Go,1000 Go,AMD,Windows,1.50 kg,CHF 1529.–,https://www.digitec.ch/fr/s1/product/asus-zenbook-s16-oled-16-amd-ryzen-ai-9-hx-370-32-go-1000-go-ch-ordinateur-portable-49228963
ASUS,ASUS ExpertBook B5,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,32 Go,512 Go,Intel UHD Graphics,Windows,1.95 kg,CHF 1421.–,https://www.digitec.ch/fr/s1/product/asus-expertbook-b5-16-intel-core-ultra-7-155u-32-go-512-go-ch-ordinateur-portable-42907141
ASUS,ASUS ExpertBook B9 OLED,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core 7 150U,32 Go,1024 Go,Intel Arc Graphics,Windows,0.99 kg,CHF 1795.–,https://www.digitec.ch/fr/s1/product/asus-expertbook-b9-oled-14-intel-core-7-150u-32-go-1024-go-ch-ordinateur-portable-43192257
Lenovo,Lenovo IdeaPad Slim 5,Ordinateur portable,"14"" 1920 x 1200 pixels",Snapdragon X Plus X1P-26-100,16 Go,512 Go,Qualcomm Adreno,Windows,1.48 kg,CHF 589.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-slim-5-14-snapdragon-x-plus-x1p-26-100-16-go-512-go-ch-ordinateur-portable-54243481
ASUS,ASUS VivoBook S 14 Flip,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core i7-13700H,16 Go,1000 Go,Intel Iris Graphics,Windows,1.50 kg,CHF 801.40,https://www.digitec.ch/fr/s1/product/asus-vivobook-s-14-flip-14-intel-core-i7-13700h-16-go-1000-go-ch-ordinateur-portable-25403429
HP,HP EliteBook 840 G11,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,32 Go,1000 Go,Intel UHD Graphics,Windows,1.41 kg,CHF 1989.–,https://www.digitec.ch/fr/s1/product/hp-elitebook-840-g11-14-intel-core-ultra-7-155h-32-go-1000-go-ch-ordinateur-portable-45127264
Microsoft,Microsoft Surface Go 4 for business,Ordinateur portable,"10.50"" 1920 x 1280 pixels",Intel N200,8 Go,64 Go,Intel UHD Graphics,Windows,0.54 kg,CHF 561.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-go-4-for-business-1050-intel-n200-8-go-64-go-sans-disposition-de-clavier-ordinateu-38734165
Apple,Apple MacBook Air - 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,24 Go,512 Go,Apple,MacOS,1.24 kg,CHF 1329.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-24-go-512-go-ch-ordinateur-portable-55649985
Lenovo,Lenovo IdeaPad 5 2-in-1,Ordinateur portable,"16"" 1920 x 1200 pixels",AMD Ryzen 5 8645HS,16 Go,512 Go,AMD Radeon,Windows,2 kg,CHF 749.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-5-2-in-1-16-amd-ryzen-5-8645hs-16-go-512-go-ch-ordinateur-portable-42919735
Apple,Apple MacBook Air - 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 945.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-256-go-ch-ordinateur-portable-55649995
Apple,Apple MacBook Pro 16 - 2024,Ordinateur portable,"16.20"" 3456 x 2234 pixels",M4 Pro,24 Go,512 Go,Apple,MacOS,2.14 kg,CHF 2250.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-16-2024-1620-m4-pro-24-go-512-go-ch-ordinateur-portable-52511267
Apple,Apple MacBook Air - 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,512 Go,Apple,MacOS,1.24 kg,CHF 1182.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-512-go-ch-ordinateur-portable-55649998
Apple,Apple MacBook Air – 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,16 Go,256 Go,Apple,MacOS,1.51 kg,CHF 1159.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-16-go-256-go-ch-ordinateur-portable-55650005
Lenovo,Lenovo IdeaPad Slim 3,Ordinateur portable,"14"" 1920 x 1080 pixels",AMD Ryzen 3 7320U,8 Go,256 Go,AMD Radeon,Windows,1.37 kg,CHF 379.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-slim-3-14-amd-ryzen-3-7320u-8-go-256-go-ch-ordinateur-portable-53990625
Lenovo,Lenovo Ideapad 1,Ordinateur portable,"15.60"" 1920 x 1080 pixels",AMD Ryzen 5 7520U,16 Go,512 Go,AMD Radeon,Windows,1.58 kg,CHF 486.68,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-1-1560-amd-ryzen-5-7520u-16-go-512-go-ch-ordinateur-portable-53990623?shid=1914647
HP,HP ProBook 460 G11,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 5 125U,16 Go,256 Go,Intel Arc Graphics,Windows,1.74 kg,CHF 839.–,https://www.digitec.ch/fr/s1/product/hp-probook-460-g11-16-intel-core-ultra-5-125u-16-go-256-go-ch-ordinateur-portable-46443754
HP,HP Pavilion x360 14-ek2512nz,Ordinateur portable,"14"" 1920 x 1080 pixels",Intel Core 5 120U,16 Go,512 Go,Intel Arc Graphics,Windows,1.51 kg,CHF 599.–,https://www.digitec.ch/fr/s1/product/hp-pavilion-x360-14-ek2512nz-14-intel-core-5-120u-16-go-512-go-ch-ordinateur-portable-43709912
HP,HP Elite x360 1040 G11,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 5 125H,16 Go,512 Go,Intel Arc Graphics,Windows,1.39 kg,CHF 1496.–,https://www.digitec.ch/fr/s1/product/hp-elite-x360-1040-g11-14-intel-core-ultra-5-125h-16-go-512-go-ch-ordinateur-portable-45127138
Lenovo,Lenovo ThinkPad P14s Gen 5,Ordinateur portable,"14.50"" 2560 x 1600 pixels",Intel Core Ultra 9 185H,64 Go,1000 Go,Intel Arc Graphics,Windows,1.61 kg,CHF 1949.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-p14s-gen-5-1450-intel-core-ultra-9-185h-64-go-1000-go-ch-ordinateur-portable-46143108
Lenovo,Lenovo ThinkPad P16s Gen 3,Ordinateur portable,"16"" 1920 x 1200 pixels",Intel Core Ultra 7 155H,64 Go,1000 Go,Intel Arc Graphics,Windows,1.82 kg,CHF 1599.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-p16s-gen-3-16-intel-core-ultra-7-155h-64-go-1000-go-ch-ordinateur-portable-46143710
HP,HP Pro x360 435 G10,Ordinateur portable,"13.30"" 1920 x 1080 pixels",AMD Ryzen 7 7730U,16 Go,512 Go,AMD Radeon,Windows,1.45 kg,CHF 1029.–,https://www.digitec.ch/fr/s1/product/hp-pro-x360-435-g10-1330-amd-ryzen-7-7730u-16-go-512-go-ch-ordinateur-portable-46443763
Dell,Dell Inspiron 3530,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i7-1355U,16 Go,1000 Go,Iris Xe Graphics,Windows,1.66 kg,CHF 739.–,https://www.digitec.ch/fr/s1/product/dell-inspiron-3530-1560-intel-core-i7-1355u-16-go-1000-go-ch-ordinateur-portable-49553760
ASUS,ASUS ROG Zephyrus G16 OLED RTX 4060,Ordinateur portable,"16"" 2560 x 1600 pixels",AMD Ryzen AI 9 HX 370,16 Go,1000 Go,nVidia GeForce,Windows,1.85 kg,CHF 2379.–,https://www.digitec.ch/fr/s1/product/asus-rog-zephyrus-g16-oled-rtx-4060-16-amd-ryzen-ai-9-hx-370-16-go-1000-go-ch-ordinateur-portable-46179840
HP,HP Pro x360 435 G10,Ordinateur portable,"13.30"" 1920 x 1080 pixels",AMD Ryzen 5 7530U,16 Go,512 Go,AMD Radeon,Windows,1.45 kg,CHF 969.–,https://www.digitec.ch/fr/s1/product/hp-pro-x360-435-g10-1330-amd-ryzen-5-7530u-16-go-512-go-ch-ordinateur-portable-36992527
Apple,Apple MacBook Air - 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 946.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-256-go-ch-ordinateur-portable-55649997
ASUS,ASUS ExpertBook B5,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 7 155U,32 Go,512 Go,Intel Arc Graphics,Windows,1.59 kg,CHF 849.–,https://www.digitec.ch/fr/s1/product/asus-expertbook-b5-14-intel-core-ultra-7-155u-32-go-51200-go-ch-ordinateur-portable-42907236
Lenovo,Lenovo Yoga Slim 6,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core i5-13500H,16 Go,512 Go,,Windows,1.35 kg,CHF 499.–,https://www.digitec.ch/fr/s1/product/lenovo-yoga-slim-6-14-intel-core-i5-13500h-16-go-512-go-ch-ordinateur-portable-38731797
Apple,Apple MacBook Air - 2024,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M3,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 919.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-16-go-256-go-ch-ordinateur-portable-52520060
Apple,Apple MacBook Air – 2025,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M4,16 Go,256 Go,Apple,MacOS,1.24 kg,CHF 916.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1360-m4-16-go-256-go-de-ordinateur-portable-55650369
Apple,Apple MacBook Air – 2025,Ordinateur portable,"15.30"" 2880 x 1864 pixels",M4,16 Go,512 Go,Apple,MacOS,1.51 kg,CHF 1399.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2025-1530-m4-16-go-512-go-ch-ordinateur-portable-55650006
Apple,Apple MacBook Pro 14 – 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4 Pro,48 Go,1000 Go,Apple,MacOS,1.60 kg,CHF 2619.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-pro-48-go-1000-go-ch-ordinateur-portable-52858717
Acer,Acer Swift 16 AI OLED,Ordinateur portable,"16"" 2880 x 1800 pixels",Intel Core Ultra 9 288V,32 Go,1000 Go,Intel Arc Graphics,Windows,1.46 kg,CHF 1029.–,https://www.digitec.ch/fr/s1/product/acer-swift-16-ai-oled-16-intel-core-ultra-9-288v-32-go-1000-go-ch-ordinateur-portable-53768602
Lenovo,Lenovo Thinkpad E16 Gen 2,Ordinateur portable,"16"" 1920 x 1200 pixels",AMD Ryzen 7 7735HS,32 Go,1000 Go,AMD Radeon,Windows,1.81 kg,CHF 893.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-e16-gen-2-16-amd-ryzen-7-7735hs-32-go-1000-go-de-ordinateur-portable-45128010
Microsoft,Microsoft Surface Laptop - Copilot+ PC - 7. Edition,Ordinateur portable,"15"" 2496 x 1664 pixels",Snapdragon X Elite X1E-80-100,16 Go,256 Go,Qualcomm Adreno,Windows,1.66 kg,CHF 1190.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-copilot-pc-7-edition-15-snapdragon-x-elite-x1e-80-100-16-go-256-go-ch-ordin-45452061
Microsoft,Microsoft Surface Laptop - Copilot+ PC - 7. Edition,Ordinateur portable,"13.80"" 2304 x 1536 pixels",Snapdragon X Elite X1E-80-100,16 Go,512 Go,Qualcomm Adreno,Windows,1.34 kg,CHF 1199.–,https://www.digitec.ch/fr/s1/product/microsoft-surface-laptop-copilot-pc-7-edition-1380-snapdragon-x-elite-x1e-80-100-16-go-512-go-ch-ord-45452057
Lenovo,Lenovo IdeaPad Slim 3,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core 7 150U,16 Go,1000 Go,Intel Arc Graphics,Windows,1.62 kg,CHF 599.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-slim-3-1560-intel-core-7-150u-16-go-1000-go-ch-ordinateur-portable-47210400
Apple,Apple MacBook Air – 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,16 Go,256 Go,Apple,MacOS,1.51 kg,CHF 939.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-16-go-256-go-ch-ordinateur-portable-43718298
Lenovo,Lenovo ThinkPad X1 Carbon Gen 12,Ordinateur portable,"14"" 2880 x 1800 pixels",Intel Core Ultra 7 165U,64 Go,2000 Go,Intel Arc Graphics,Windows,1.09 kg,CHF 2799.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x1-carbon-gen-12-14-intel-core-ultra-7-165u-64-go-2000-go-ch-ordinateur-portable-46332719
Lenovo,Lenovo Yoga Slim 7x – Copilot+ PC,Ordinateur portable,"14.50"" 2944 x 1840 pixels",Snapdragon X Elite X1E-78-100,32 Go,1000 Go,Qualcomm Adreno,Windows,1.28 kg,CHF 1099.–,https://www.digitec.ch/fr/s1/product/lenovo-yoga-slim-7x-copilot-pc-1450-snapdragon-x-elite-x1e-78-100-32-go-1000-go-ch-ordinateur-portab-45939066
Lenovo,Lenovo ThinkPad X1 Carbon Gen 12,Ordinateur portable,"14"" 1920 x 1200 pixels",Intel Core Ultra 5 125U,16 Go,512 Go,Intel Arc Graphics,Windows,1.08 kg,CHF 1249.–,https://www.digitec.ch/fr/s1/product/lenovo-thinkpad-x1-carbon-gen-12-14-intel-core-ultra-5-125u-16-go-512-go-ch-ordinateur-portable-44744153
ASUS,ASUS ExpertBook P1,Ordinateur portable,"15.60"" 1920 x 1080 pixels",Intel Core i7-13700H,16 Go,512 Go,Intel UHD Graphics,Windows,1.63 kg,CHF 719.–,https://www.digitec.ch/fr/s1/product/asus-expertbook-p1-1560-intel-core-i7-13700h-16-go-512-go-ch-ordinateur-portable-49655828
Lenovo,Lenovo IdeaPad 5 2-in-1,Ordinateur portable,"14"" 1920 x 1200 pixels",AMD Ryzen 5 8645HS,16 Go,512 Go,AMD Radeon,Windows,1.60 kg,CHF 649.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-5-2-in-1-14-amd-ryzen-5-8645hs-16-go-512-go-ch-ordinateur-portable-42919728
Apple,Apple MacBook Air – 2024,Ordinateur portable,"13.60"" 2560 x 1664 pixels",M3,24 Go,512 Go,Apple,MacOS,1.24 kg,CHF 999.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-1360-m3-24-go-512-go-ch-ordinateur-portable-52520072
Lenovo,Lenovo IdeaPad Duet 5,Ordinateur portable,"12.40"" 2560 x 1600 pixels",Intel Core i7-1355U,16 Go,512 Go,Iris Xe Graphics,Windows,0.84 kg,CHF 909.–,https://www.digitec.ch/fr/s1/product/lenovo-ideapad-duet-5-1240-intel-core-i7-1355u-16-go-512-go-ch-ordinateur-portable-37781249
Apple,Apple MacBook Air – 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,16 Go,256 Go,Apple,MacOS,1.51 kg,CHF 939.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-16-go-256-go-ch-ordinateur-portable-43721431
ASUS,ASUS VivoBook 18,Ordinateur portable,"18.40"" 1920 x 1200 pixels",AMD Ryzen 7 260,32 Go,1000 Go,,Windows,2.60 kg,CHF 1249.–,https://www.digitec.ch/fr/s1/product/asus-vivobook-18-1840-amd-ryzen-7-260-32-go-1000-go-ch-ordinateur-portable-53745225
ASUS,ASUS ROG Flow Z13,Ordinateur portable,"13.40"" 2560 x 1600 pixels",AMD Ryzen AI Max+ 395,32 Go,1000 Go,AMD,Windows,1.20 kg,CHF 2349.–,https://www.digitec.ch/fr/s1/product/asus-rog-flow-z13-1340-amd-ryzen-ai-max-395-32-go-1000-go-ch-ordinateur-portable-53745220
Apple,Apple MacBook Pro 16 - 2024,Ordinateur portable,"16.20"" 3456 x 2234 pixels",M4 Pro,48 Go,512 Go,Apple,MacOS,2.14 kg,CHF 2550.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-16-2024-1620-m4-pro-48-go-512-go-ch-ordinateur-portable-52511268
Apple,Apple MacBook Air - 2024,Ordinateur portable,"15"" 2880 x 1864 pixels",M3,24 Go,512 Go,Apple,MacOS,1.51 kg,CHF 1179.–,https://www.digitec.ch/fr/s1/product/apple-macbook-air-2024-15-m3-24-go-512-go-ch-ordinateur-portable-52520077
Apple,Apple MacBook Pro 14 - 2024,Ordinateur portable,"14.20"" 3024 x 1964 pixels",M4,24 Go,1000 Go,Apple,MacOS,1.55 kg,CHF 1826.–,https://www.digitec.ch/fr/s1/product/apple-macbook-pro-14-2024-1420-m4-24-go-1000-go-ch-ordinateur-portable-52511231
